# Simulation 1 (Up to date)
# 523 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
8.564,708.343,46.146,-10.333,47.048,10.351,78.364,0.021,78.364,0.015,9.165,0.596,28.61,-80.599,9.79,1.775,-2.605e-5,4.923,-0.005,3814.827,245.056,0.395,0.005,76.005,57.193,2.045,0.142,3.425e6,0,2.561,0.289,0.292,0.218,0.004,0.067,0.19,0.388,-4.427e-4,0,0,0,0,7.642e-4,0.006,9.2,66.476,75.686,0.031,4.147,10.396,931.331,337.599,0.05,0.051
8.614,710.637,45.63,-10.329,46.536,10.343,78.822,0.021,78.822,0.015,9.137,0.541,28.61,-80.599,9.79,1.597,-3.603e-5,7.061,-0.003,3814.827,245.056,0.395,0.005,76.163,57.193,2.062,0.141,3.388e6,0,2.502,0.289,0.291,0.218,0.004,0.067,0.17,0.349,-1.332e-4,0,0,0,0,0.002,0.006,9.2,66.476,75.385,0.03,4.13,10.381,931.075,337.59,0.05,0.051
8.664,712.906,45.113,-10.336,46.024,10.345,79.278,0.021,79.278,0.015,9.112,0.442,28.61,-80.599,9.79,1.215,-4.655e-5,8.819,-0.004,3814.827,245.056,0.395,0.005,76.511,57.193,2.1,0.139,3.349e6,0,2.438,0.289,0.29,0.218,0.004,0.067,0.127,0.264,-3.837e-5,0,0,0,0,0.003,0.006,9.2,66.476,74.986,0.028,4.018,10.366,930.821,337.581,0.05,0.051
8.714,715.148,44.596,-10.345,45.514,10.35,79.733,0.022,79.733,0.016,9.093,0.341,28.61,-80.599,9.79,0.792,-2.61e-5,9.961,0.001,3814.827,245.056,0.395,0.005,76.91,57.193,2.143,0.138,3.311e6,0,2.376,0.289,0.29,0.218,0.004,0.067,0.082,0.171,2.855e-4,0,0,0,0,0.003,0.006,9.2,66.476,74.513,0.026,3.927,10.352,930.571,337.572,0.05,0.052
8.764,717.365,44.079,-10.342,45.004,10.347,80.187,0.022,80.187,0.016,9.077,0.296,28.61,-80.599,9.79,0.591,-1.967e-5,10.791,0.008,3814.827,245.056,0.395,0.005,77.104,57.193,2.164,0.136,3.278e6,0,2.327,0.289,0.289,0.218,0.004,0.067,0.06,0.127,-3.578e-5,0,0,0,0,0.004,0.006,9.2,66.476,73.992,0.024,4.062,10.337,930.323,337.563,0.05,0.052
8.814,719.556,43.562,-10.338,44.495,10.341,80.641,0.022,80.641,0.016,9.063,0.263,28.61,-80.599,9.79,0.434,-1.781e-5,11.338,0.022,3814.827,245.056,0.395,0.005,77.258,57.193,2.181,0.135,3.246e6,0,2.28,0.289,0.289,0.219,0.004,0.067,0.044,0.092,3.328e-4,0,0,0,0,0.005,0.006,9.2,66.476,73.438,0.022,4.251,10.323,930.078,337.555,0.05,0.052
8.864,721.722,43.045,-10.337,43.986,10.34,81.094,0.022,81.094,0.016,9.05,0.221,28.61,-80.599,9.79,0.22,-2.997e-5,11.828,0.058,3814.827,245.056,0.395,0.005,77.471,57.193,2.204,0.134,3.213e6,0,2.233,0.289,0.289,0.219,0.004,0.067,0.022,0.044,3.204e-4,0,0,0,0,0.005,0.006,9.2,66.476,72.858,0.019,4.408,10.309,929.836,337.546,0.05,0.052
8.914,723.861,42.528,-10.364,43.479,10.365,81.546,0.023,81.546,0.016,9.043,0.087,28.61,-80.599,9.79,0.484,-2.161e-5,-11.578,0.027,3814.827,245.056,0.395,0.005,77.207,57.193,2.175,0.132,3.172e6,0,2.178,0.289,0.289,0.219,0.004,0.067,0.049,0.112,-2.567e-4,0,0,0,0,-0.005,0.006,9.2,66.476,72.27,0.018,4.156,10.295,929.597,337.538,0.05,0.052
8.964,725.974,42.009,-10.376,42.971,10.376,81.998,0.023,81.998,0.016,9.041,0.018,28.61,-80.599,9.79,0.861,-1.081e-5,-10.75,0.016,3814.827,245.056,0.395,0.005,76.838,57.193,2.135,0.13,3.136e6,0,2.132,0.289,0.29,0.219,0.004,0.067,0.089,0.194,-1.919e-4,0,0,0,0,-0.004,0.006,9.2,66.476,71.71,0.017,4.146,10.281,929.361,337.529,0.05,0.052
9.014,728.062,41.491,-10.368,42.464,10.368,82.45,0.023,82.45,0.016,9.04,0.011,28.61,-80.599,9.79,0.923,-2.661e-5,-9.858,0.02,3814.827,245.056,0.395,0.005,76.779,57.193,2.129,0.129,3.104e6,0,2.09,0.289,0.29,0.219,0.004,0.067,0.096,0.207,3.738e-4,0,0,0,0,-0.004,0.005,9.2,66.476,71.194,0.016,4.348,10.268,929.128,337.521,0.05,0.052
9.064,730.123,40.972,-10.377,41.958,10.377,82.902,0.024,82.902,0.016,9.041,0.046,28.61,-80.599,9.79,1.248,-2.25e-5,-8.691,0.015,3814.827,245.056,0.395,0.005,76.472,57.193,2.096,0.128,3.067e6,0,2.045,0.289,0.29,0.219,0.004,0.067,0.131,0.278,-2.243e-4,0,0,0,0,-0.003,0.005,9.2,66.476,70.73,0.015,4.289,10.254,928.898,337.513,0.05,0.052
9.114,732.159,40.453,-10.379,41.452,10.379,83.354,0.024,83.354,0.016,9.044,0.082,28.61,-80.599,9.79,1.468,-3.365e-5,-7.239,0.014,3814.827,245.056,0.395,0.005,76.269,57.193,2.073,0.126,3.031e6,0,2,0.289,0.291,0.219,0.004,0.067,0.155,0.324,2.606e-4,0,0,0,0,-0.002,0.005,9.2,66.476,70.331,0.016,4.255,10.241,928.67,337.505,0.05,0.053
9.164,734.169,39.935,-10.352,40.947,10.352,83.807,0.024,83.807,0.016,9.048,0.036,28.61,-80.599,9.79,1.243,-2.703e-5,-5.831,0.014,3814.827,245.056,0.395,0.005,76.476,57.193,2.096,0.125,3.001e6,0,1.958,0.289,0.29,0.219,0.004,0.067,0.13,0.274,3.343e-4,0,0,0,0,-0.001,0.005,9.2,66.476,70.005,0.016,4.511,10.228,928.446,337.497,0.05,0.053
9.214,736.153,39.418,-10.305,40.443,10.306,84.259,0.024,84.259,0.017,9.047,0.065,28.61,-80.599,9.79,0.681,-2.682e-5,-4.921,0.018,3814.827,245.056,0.395,0.005,77.008,57.193,2.154,0.124,2.977e6,0,1.92,0.289,0.289,0.219,0.004,0.067,0.07,0.151,-4.278e-4,0,0,0,0,-0.001,0.005,9.2,66.476,69.738,0.017,4.977,10.215,928.224,337.489,0.05,0.053
9.264,738.111,38.904,-10.272,39.941,10.272,84.711,0.025,84.711,0.017,9.041,0.129,28.61,-80.599,9.79,0.303,-3.169e-5,-4.479,0.029,3814.827,245.056,0.395,0.005,77.38,57.193,2.194,0.123,2.949e6,0,1.882,0.289,0.289,0.219,0.004,0.067,0.031,0.068,-3.056e-4,0,0,0,0,-8.49e-4,0.005,9.2,66.476,69.506,0.017,5.267,10.202,928.005,337.481,0.05,0.053
9.314,740.043,38.391,-10.256,39.439,10.257,85.163,0.025,85.163,0.017,9.035,0.139,28.61,-80.599,9.79,0.231,-2.959e-5,-4.23,0.028,3814.827,245.056,0.395,0.005,77.451,57.193,2.202,0.121,2.915e6,0,1.839,0.289,0.289,0.219,0.004,0.067,0.023,0.052,-4.495e-5,0,0,0,0,-7.746e-4,0.005,9.2,66.476,69.289,0.019,5.304,10.19,927.789,337.474,0.05,0.053
9.364,741.95,37.878,-10.24,38.939,10.241,85.615,0.025,85.615,0.017,9.028,0.151,28.61,-80.599,9.79,0.147,-2.854e-5,-3.967,0.027,3814.827,245.056,0.395,0.005,77.536,57.193,2.211,0.12,2.881e6,0,1.796,0.289,0.289,0.219,0.004,0.067,0.015,0.033,1.474e-4,0,0,0,0,-6.975e-4,0.005,9.2,66.476,69.084,0.02,5.337,10.177,927.576,337.466,0.05,0.053
9.414,743.831,37.367,-10.217,38.44,10.219,86.066,0.025,86.066,0.017,9.019,0.181,28.61,-80.599,9.79,0.066,-2.523e-5,4.081,0.006,3814.827,245.056,0.395,0.005,77.618,57.193,2.22,0.119,2.85e6,0,1.757,0.289,0.289,0.219,0.004,0.067,0.007,0.014,-2.246e-4,0,0,0,0,7.54e-4,0.005,9.2,66.476,68.884,0.021,5.463,10.165,927.366,337.459,0.05,0.053
9.464,745.686,36.856,-10.217,37.942,10.218,86.517,0.026,86.517,0.017,9.011,0.146,28.61,-80.599,9.79,0.148,-2.549e-5,-3.86,0.007,3814.827,245.056,0.395,0.005,77.533,57.193,2.211,0.117,2.81e6,0,1.709,0.289,0.289,0.219,0.004,0.067,0.015,0.033,1.916e-4,0,0,0,0,-6.936e-4,0.005,9.2,66.476,68.685,0.022,5.258,10.153,927.159,337.452,0.05,0.053
9.514,747.516,36.346,-10.184,37.444,10.186,86.967,0.026,86.967,0.017,9.002,0.207,28.61,-80.599,9.79,0.291,-3.332e-5,4.037,-0.019,3814.827,245.056,0.395,0.005,77.388,57.193,2.195,0.116,2.783e6,0,1.677,0.289,0.289,0.219,0.004,0.067,0.029,0.063,-2.456e-4,0,0,0,0,7.733e-4,0.005,9.2,66.476,68.488,0.023,5.539,10.141,926.955,337.444,0.05,0.054
9.564,749.321,35.837,-10.172,36.948,10.174,87.417,0.026,87.417,0.017,8.992,0.205,28.61,-80.599,9.79,0.303,-2.599e-5,4.254,-0.022,3814.827,245.056,0.395,0.005,77.375,57.193,2.194,0.115,2.748e6,0,1.634,0.289,0.289,0.219,0.004,0.066,0.031,0.066,3.022e-4,0,0,0,0,8.806e-4,0.005,9.2,66.476,68.282,0.025,5.503,10.129,926.753,337.437,0.05,0.054
9.614,751.1,35.329,-10.161,36.453,10.163,87.866,0.027,87.866,0.017,8.982,0.203,28.61,-80.599,9.79,0.315,-3.254e-5,4.519,-0.027,3814.827,245.056,0.395,0.005,77.362,57.193,2.192,0.113,2.713e6,0,1.593,0.289,0.289,0.219,0.004,0.066,0.032,0.069,4.987e-4,0,0,0,0,0.001,0.005,9.2,66.476,68.062,0.026,5.474,10.118,926.554,337.43,0.05,0.054
9.664,752.854,34.821,-10.152,35.958,10.154,88.315,0.027,88.315,0.017,8.972,0.196,28.61,-80.599,9.79,0.287,-2.672e-5,4.741,-0.033,3814.827,245.056,0.395,0.005,77.39,57.193,2.195,0.112,2.677e6,0,1.552,0.289,0.289,0.219,0.004,0.066,0.029,0.063,-1.533e-4,0,0,0,0,0.001,0.005,9.2,66.476,67.83,0.027,5.42,10.106,926.358,337.423,0.05,0.054
9.714,754.582,34.314,-10.14,35.465,10.142,88.763,0.027,88.763,0.017,8.962,0.198,28.61,-80.599,9.79,0.334,-2.586e-5,4.994,-0.032,3814.827,245.056,0.395,0.005,77.341,57.193,2.19,0.11,2.644e6,0,1.513,0.289,0.289,0.219,0.003,0.066,0.034,0.072,4.248e-4,0,0,0,0,0.001,0.005,9.2,66.476,67.587,0.027,5.425,10.095,926.165,337.417,0.05,0.054
9.764,756.285,33.807,-10.132,34.972,10.133,89.211,0.027,89.211,0.018,8.952,0.191,28.61,-80.599,9.79,0.304,-2.554e-5,5.235,-0.04,3814.827,245.056,0.395,0.005,77.371,57.193,2.193,0.109,2.609e6,0,1.473,0.289,0.289,0.219,0.003,0.066,0.031,0.066,-3.558e-4,0,0,0,0,0.001,0.005,9.2,66.476,67.331,0.028,5.379,10.084,925.975,337.41,0.05,0.054
9.814,757.963,33.301,-10.114,34.48,10.116,89.658,0.028,89.658,0.018,8.943,0.21,28.61,-80.599,9.79,0.477,-2.692e-5,5.424,-0.03,3814.827,245.056,0.395,0.005,77.198,57.193,2.174,0.108,2.578e6,0,1.439,0.289,0.289,0.219,0.003,0.066,0.048,0.104,-4.212e-4,0,0,0,0,0.002,0.004,9.2,66.476,67.065,0.029,5.476,10.073,925.787,337.403,0.05,0.054
9.864,759.615,32.796,-10.08,33.99,10.084,90.105,0.028,90.105,0.018,8.93,0.271,28.61,-80.599,9.79,0.988,-3.033e-5,6.092,-0.019,3814.827,245.056,0.395,0.005,76.703,57.193,2.121,0.107,2.554e6,0,1.416,0.288,0.289,0.219,0.003,0.066,0.102,0.215,-3.308e-4,0,0,0,0,0.002,0.004,9.2,66.476,66.778,0.029,5.818,10.063,925.603,337.397,0.05,0.054
9.914,761.243,32.292,-10.088,33.5,10.09,90.551,0.028,90.551,0.018,8.917,0.221,28.61,-80.599,9.79,0.634,-3.165e-5,6.638,-0.025,3814.827,245.056,0.395,0.005,77.042,57.193,2.157,0.105,2.514e6,0,1.369,0.288,0.289,0.219,0.003,0.066,0.065,0.137,-1.505e-4,0,0,0,0,0.003,0.004,9.2,66.476,66.46,0.029,5.577,10.052,925.421,337.39,0.05,0.055
9.964,762.844,31.787,-10.101,33.012,10.103,90.997,0.029,90.997,0.018,8.908,0.159,28.61,-80.599,9.79,0.13,-2.384e-5,6.888,-0.109,3814.827,245.056,0.395,0.005,77.543,57.193,2.212,0.103,2.471e6,0,1.321,0.288,0.288,0.219,0.003,0.066,0.013,0.026,4.005e-4,0,0,0,0,0.003,0.004,9.2,66.476,66.12,0.029,5.25,10.042,925.242,337.384,0.05,0.055
10.014,764.421,31.282,-10.111,32.524,10.111,91.442,0.029,91.442,0.018,8.901,0.11,28.61,-80.599,9.79,0.298,-2.987e-5,-6.799,-0.041,3814.827,245.056,0.395,0.005,77.372,57.193,2.193,0.101,2.43e6,0,1.278,0.288,0.288,0.219,0.003,0.066,0.03,0.068,7.72e-5,0,0,0,0,-0.003,0.004,9.2,66.476,65.777,0.028,4.976,10.031,925.066,337.378,0.05,0.055
10.064,765.973,30.776,-10.104,32.036,10.104,91.887,0.029,91.887,0.018,8.896,0.103,28.61,-80.599,9.79,0.354,-2.955e-5,-6.54,-0.03,3814.827,245.056,0.395,0.005,77.316,57.193,2.187,0.1,2.395e6,0,1.242,0.288,0.288,0.219,0.003,0.066,0.036,0.081,3.141e-4,0,0,0,0,-0.003,0.004,9.2,66.476,65.442,0.028,4.937,10.021,924.892,337.372,0.05,0.055
10.114,767.499,30.272,-10.086,31.55,10.087,92.332,0.029,92.332,0.018,8.89,0.121,28.61,-80.599,9.79,0.162,-2.884e-5,-6.441,-0.055,3814.827,245.056,0.395,0.005,77.508,57.193,2.208,0.099,2.365e6,0,1.211,0.288,0.288,0.219,0.003,0.066,0.016,0.039,-4.436e-4,0,0,0,0,-0.003,0.004,9.2,66.476,65.118,0.028,5.046,10.011,924.722,337.366,0.05,0.055
10.164,769,29.767,-10.082,31.065,10.083,92.776,0.03,92.776,0.018,8.885,0.108,28.61,-80.599,9.79,0.278,-2.64e-5,-6.238,-0.025,3814.827,245.056,0.395,0.005,77.39,57.193,2.195,0.097,2.329e6,0,1.175,0.288,0.288,0.219,0.003,0.066,0.028,0.064,2.076e-5,0,0,0,0,-0.003,0.004,9.2,66.476,64.801,0.027,4.945,10.002,924.554,337.36,0.05,0.055
10.214,770.476,29.264,-10.064,30.581,10.065,93.22,0.03,93.22,0.018,8.879,0.128,28.61,-80.599,9.79,0.056,-2.802e-5,-6.154,-0.084,3814.827,245.056,0.395,0.005,77.616,57.193,2.22,0.096,2.3e6,0,1.145,0.288,0.288,0.219,0.003,0.066,0.006,0.015,4.333e-4,0,0,0,0,-0.003,0.004,9.2,66.476,64.492,0.027,5.05,9.992,924.389,337.354,0.05,0.055
10.264,771.926,28.761,-10.048,30.098,10.049,93.664,0.03,93.664,0.019,8.872,0.144,28.61,-80.599,9.79,0.143,-2.756e-5,6.153,-0.018,3814.827,245.056,0.395,0.005,77.526,57.193,2.21,0.095,2.27e6,0,1.115,0.288,0.288,0.219,0.003,0.066,0.014,0.029,-4.517e-4,0,0,0,0,0.003,0.004,9.2,66.476,64.184,0.026,5.13,9.982,924.227,337.348,0.05,0.055
10.314,773.352,28.259,-10.032,29.617,10.033,94.108,0.031,94.108,0.019,8.865,0.159,28.61,-80.599,9.79,0.336,-2.427e-5,6.331,-2.066e-5,3814.827,245.056,0.395,0.005,77.331,57.193,2.189,0.094,2.24e6,0,1.086,0.288,0.288,0.219,0.003,0.066,0.034,0.072,4.972e-4,0,0,0,0,0.003,0.004,9.2,66.476,63.873,0.025,5.203,9.973,924.068,337.343,0.05,0.055
10.364,774.752,27.757,-10.031,29.136,10.032,94.551,0.031,94.551,0.019,8.857,0.139,28.61,-80.599,9.79,0.15,-2.37e-5,6.431,0.012,3814.827,245.056,0.395,0.005,77.517,57.193,2.209,0.092,2.202e6,0,1.05,0.288,0.288,0.219,0.003,0.066,0.015,0.03,2.681e-4,0,0,0,0,0.003,0.004,9.2,66.476,63.554,0.025,5.04,9.964,923.912,337.337,0.05,0.056
10.414,776.127,27.256,-10.027,28.657,10.028,94.993,0.031,94.993,0.019,8.85,0.126,28.61,-80.599,9.79,0.028,-2.785e-5,6.48,0.13,3814.827,245.056,0.395,0.005,77.641,57.193,2.223,0.091,2.166e6,0,1.015,0.288,0.288,0.219,0.003,0.066,0.003,0.003,-1.323e-4,0,0,0,0,0.003,0.004,9.2,66.476,63.231,0.024,4.916,9.955,923.758,337.332,0.05,0.056
10.464,777.478,26.755,-10.021,28.179,10.022,95.436,0.032,95.436,0.019,8.845,0.119,28.61,-80.599,9.79,0.024,-2.334e-5,-6.43,0.228,3814.827,245.056,0.395,0.005,77.644,57.193,2.223,0.089,2.131e6,0,0.983,0.288,0.288,0.219,0.003,0.066,0.002,0.009,-3.375e-5,0,0,0,0,-0.003,0.004,9.2,66.476,62.907,0.024,4.827,9.946,923.607,337.326,0.05,0.056
10.514,778.803,26.254,-10.002,27.702,10.003,95.878,0.032,95.878,0.019,8.838,0.142,28.61,-80.599,9.79,0.299,-2.346e-5,6.514,0.026,3814.827,245.056,0.395,0.005,77.365,57.193,2.193,0.088,2.103e6,0,0.958,0.288,0.288,0.219,0.003,0.066,0.03,0.062,7.511e-5,0,0,0,0,0.004,0.004,9.2,66.476,62.584,0.024,4.955,9.938,923.459,337.321,0.05,0.056
10.564,780.103,25.754,-9.99,27.226,9.991,96.32,0.032,96.32,0.019,8.831,0.147,28.61,-80.599,9.79,0.403,-2.541e-5,6.71,0.024,3814.827,245.056,0.395,0.005,77.26,57.193,2.181,0.087,2.071e6,0,0.929,0.288,0.288,0.219,0.003,0.066,0.041,0.085,-4.405e-4,0,0,0,0,0.004,0.004,9.2,66.476,62.254,0.023,4.95,9.929,923.314,337.316,0.05,0.056
10.614,781.378,25.255,-9.992,26.752,9.993,96.761,0.032,96.761,0.019,8.824,0.124,28.61,-80.599,9.79,0.142,-2.872e-5,6.807,0.079,3814.827,245.056,0.395,0.005,77.522,57.193,2.21,0.085,2.032e6,0,0.894,0.288,0.288,0.219,0.003,0.066,0.014,0.027,3.602e-5,0,0,0,0,0.004,0.003,9.2,66.476,61.916,0.023,4.732,9.921,923.171,337.311,0.05,0.056
10.664,782.629,24.755,-9.989,26.279,9.99,97.202,0.033,97.202,0.019,8.818,0.111,28.61,-80.599,9.79,0.01,-2.71e-5,6.693,1.341,3814.827,245.056,0.395,0.005,77.657,57.193,2.224,0.083,1.996e6,0,0.862,0.288,0.288,0.219,0.003,0.066,9.8e-4,-0.002,-4.45e-5,0,0,0,0,0.004,0.003,9.2,66.476,61.574,0.023,4.586,9.913,923.032,337.306,0.05,0.056
10.714,783.854,24.256,-9.988,25.807,9.989,97.643,0.033,97.643,0.019,8.813,0.096,28.61,-80.599,9.79,0.182,-2.744e-5,-6.826,0.083,3814.827,245.056,0.395,0.005,77.481,57.193,2.205,0.082,1.958e6,0,0.83,0.288,0.288,0.219,0.003,0.066,0.018,0.045,4.235e-4,0,0,0,0,-0.004,0.003,9.2,66.476,61.233,0.022,4.404,9.905,922.895,337.301,0.05,0.056
10.764,785.054,23.756,-10,25.337,10,98.083,0.033,98.083,0.02,8.809,0.055,28.61,-80.599,9.79,0.761,-2.474e-5,-6.583,0.022,3814.827,245.056,0.395,0.005,76.906,57.193,2.143,0.08,1.913e6,0,0.794,0.288,0.289,0.219,0.003,0.066,0.078,0.172,-4.428e-4,0,0,0,0,-0.004,0.003,9.2,66.476,60.897,0.022,4.004,9.897,922.761,337.297,0.05,0.057
10.814,786.229,23.256,-9.997,24.868,9.997,98.524,0.034,98.524,0.02,8.807,0.046,28.61,-80.599,9.79,0.889,-2.782e-5,-6.238,0.022,3814.827,245.056,0.395,0.005,76.783,57.193,2.129,0.078,1.876e6,0,0.764,0.288,0.289,0.219,0.003,0.066,0.092,0.199,-6.852e-5,0,0,0,0,-0.004,0.003,9.2,66.476,60.576,0.022,3.838,9.89,922.629,337.292,0.05,0.057
10.864,787.38,22.757,-9.984,24.4,9.984,98.964,0.034,98.964,0.02,8.804,0.055,28.61,-80.599,9.79,0.733,-2.78e-5,-5.933,0.027,3814.827,245.056,0.395,0.005,76.933,57.193,2.146,0.077,1.844e6,0,0.737,0.288,0.288,0.219,0.003,0.066,0.075,0.166,-8.719e-5,0,0,0,0,-0.004,0.003,9.2,66.476,60.272,0.022,3.808,9.882,922.501,337.287,0.05,0.057
10.914,788.505,22.258,-9.967,23.935,9.968,99.404,0.034,99.404,0.02,8.801,0.071,28.61,-80.599,9.79,0.45,-2.74e-5,-5.675,0.043,3814.827,245.056,0.395,0.005,77.209,57.193,2.176,0.076,1.813e6,0,0.712,0.288,0.288,0.219,0.003,0.066,0.046,0.103,-6.597e-5,0,0,0,0,-0.004,0.003,9.2,66.476,59.982,0.023,3.827,9.875,922.375,337.283,0.05,0.057
10.964,789.606,21.76,-9.942,23.471,9.943,99.844,0.035,99.844,0.02,8.797,0.104,28.61,-80.599,9.79,0.177,-2.807e-5,5.65,0.087,3814.827,245.056,0.395,0.005,77.482,57.193,2.205,0.075,1.789e6,0,0.693,0.288,0.288,0.219,0.003,0.066,0.018,0.035,9.015e-6,0,0,0,0,0.004,0.003,9.2,66.476,59.7,0.023,4.01,9.868,922.252,337.279,0.05,0.057
11.014,790.681,21.263,-9.925,23.009,9.925,100.284,0.035,100.284,0.02,8.791,0.122,28.61,-80.599,9.79,0.557,-2.86e-5,5.756,0.022,3814.827,245.056,0.395,0.005,77.102,57.193,2.164,0.074,1.76e6,0,0.671,0.288,0.288,0.219,0.003,0.066,0.057,0.119,3.879e-5,0,0,0,0,0.004,0.003,9.2,66.476,59.415,0.023,4.057,9.861,922.132,337.274,0.05,0.057
11.064,791.732,20.768,-9.907,22.549,9.908,100.723,0.035,100.723,0.02,8.784,0.141,28.61,-80.599,9.79,0.967,-2.78e-5,6.028,0.009,3814.827,245.056,0.395,0.005,76.707,57.193,2.121,0.072,1.732e6,0,0.651,0.288,0.289,0.219,0.003,0.066,0.1,0.208,-2.902e-4,0,0,0,0,0.004,0.003,9.2,66.476,59.121,0.024,4.115,9.854,922.015,337.27,0.05,0.057
11.114,792.758,20.273,-9.896,22.091,9.897,101.162,0.036,101.162,0.02,8.777,0.147,28.61,-80.599,9.79,1.169,-2.607e-5,6.346,0.006,3814.827,245.056,0.395,0.005,76.516,57.193,2.1,0.071,1.7e6,0,0.628,0.288,0.289,0.219,0.003,0.066,0.122,0.252,3.521e-5,0,0,0,0,0.005,0.003,9.2,66.476,58.812,0.025,4.067,9.847,921.9,337.266,0.05,0.057
11.164,793.759,19.778,-9.879,21.635,9.88,101.601,0.036,101.601,0.02,8.769,0.165,28.61,-80.599,9.79,1.577,-2.906e-5,6.774,6.346e-4,3814.827,245.056,0.395,0.005,76.142,57.193,2.06,0.07,1.672e6,0,0.61,0.288,0.29,0.219,0.003,0.066,0.167,0.339,-1.607e-4,0,0,0,0,0.006,0.003,9.2,66.476,58.484,0.025,4.12,9.841,921.788,337.262,0.05,0.058
11.214,794.736,19.285,-9.863,21.181,9.865,102.039,0.036,102.039,0.02,8.761,0.18,28.61,-80.599,9.79,1.969,-2.881e-5,7.29,-0.002,3814.827,245.056,0.395,0.005,75.794,57.193,2.022,0.069,1.644e6,0,0.592,0.288,0.291,0.219,0.003,0.066,0.212,0.422,-2.628e-4,0,0,0,0,0.007,0.003,9.2,66.476,58.133,0.026,4.167,9.834,921.679,337.258,0.05,0.058
11.264,795.688,18.792,-9.839,20.73,9.841,102.477,0.037,102.477,0.02,8.751,0.212,28.61,-80.599,9.79,2.646,-2.683e-5,7.926,-0.004,3814.827,245.056,0.395,0.005,75.22,57.193,1.959,0.068,1.623e6,0,0.581,0.288,0.294,0.219,0.003,0.066,0.293,0.565,4.09e-4,0,0,0,0,0.009,0.003,9.2,66.476,57.753,0.027,4.355,9.828,921.573,337.255,0.05,0.058
11.314,796.615,18.301,-9.807,20.28,9.811,102.914,0.037,102.914,0.021,8.739,0.257,28.61,-80.599,9.79,3.527,-2.625e-5,8.831,-0.006,3814.827,245.056,0.395,0.005,74.517,57.193,1.883,0.067,1.606e6,0,0.577,0.288,0.298,0.219,0.003,0.066,0.404,0.749,2.204e-4,0,0,0,0,0.011,0.003,9.2,66.476,57.335,0.027,4.652,9.822,921.469,337.251,0.05,0.058
11.364,797.518,17.811,-9.796,19.834,9.799,103.351,0.037,103.351,0.021,8.726,0.263,28.61,-80.599,9.79,3.802,-3.032e-5,9.795,-0.008,3814.827,245.056,0.395,0.005,74.307,57.193,1.86,0.066,1.578e6,0,0.56,0.288,0.299,0.219,0.003,0.066,0.44,0.804,4.9e-4,0,0,0,0,0.014,0.003,9.2,66.476,56.87,0.028,4.662,9.816,921.368,337.247,0.05,0.058
11.414,798.396,17.321,-9.783,19.389,9.787,103.787,0.038,103.787,0.021,8.713,0.271,28.61,-80.599,9.79,4.111,-2.756e-5,10.838,-0.009,3814.827,245.056,0.395,0.005,74.077,57.193,1.835,0.065,1.551e6,0,0.544,0.288,0.301,0.219,0.003,0.066,0.481,0.864,-4.605e-5,0,0,0,0,0.018,0.003,9.2,66.476,56.354,0.029,4.703,9.81,921.27,337.244,0.05,0.058
11.464,799.25,16.832,-9.781,18.948,9.785,104.222,0.038,104.222,0.021,8.699,0.259,28.61,-80.599,9.79,4.097,-2.861e-5,11.849,-0.009,3814.827,245.056,0.395,0.005,74.087,57.193,1.836,0.064,1.519e6,0,0.521,0.288,0.3,0.219,0.003,0.066,0.479,0.856,2.294e-4,0,0,0,0,0.022,0.003,9.2,66.476,55.787,0.029,4.599,9.805,921.175,337.241,0.05,0.058
11.514,800.079,16.343,-9.777,18.508,9.781,104.657,0.038,104.657,0.021,8.687,0.251,28.61,-80.599,9.79,4.151,-2.823e-5,12.814,-0.009,3814.827,245.056,0.395,0.005,74.047,57.193,1.832,0.062,1.488e6,0,0.501,0.288,0.301,0.219,0.003,0.066,0.486,0.863,3.265e-4,0,0,0,0,0.027,0.002,9.2,66.476,55.17,0.03,4.539,9.799,921.082,337.237,0.05,0.058
